,low value,high value,correlation,input id,low search range,high search range,secret value
62,2.312154769897461e-06,2.312164306640625e-06,0.7304221311623222,6.0,0.0,1e-05,4.8489555459205915
63,3.3075308799743652,3.307531476020813,0.9402623245595269,-2.0,0.0,5.0,0.8268828391734784
64,3.3075308799743652,3.307531476020813,0.9741623191075641,-1.0,0.0,5.0,0.8268828391734784
65,1.6537654399871826,1.6537660360336304,0.9696391049067087,0.0,0.0,5.0,0.8268828391734784
66,0.4134407043457031,0.41344165802001953,0.9339667408736965,-1.0,0.0,1.0,0.8268828391734784
67,0.8268823623657227,0.8268833160400391,0.9998045107683093,-0.0,0.0,1.0,0.8268828391734784
68,0.8268823623657227,0.8268833160400391,1.0,1.0,0.0,1.0,0.8268828391734784
69,0.05168008804321289,0.05168018341064454,0.9899831836801728,0.0,0.0,0.1,0.8268828391734784
70,0.003229999542236328,0.0032300949096679688,0.8033985199479762,1.0,0.0,0.1,0.8268828391734784
71,0.05168008804321289,0.05168018341064454,0.7418235499108771,2.0,0.0,0.1,0.8268828391734784
72,0.003230009078979493,0.003230018615722657,0.8567644566911892,1.0,0.0,0.01,0.8268828391734784
73,0.006460018157958986,0.00646002769470215,0.8918213355225646,2.0,0.0,0.01,0.8268828391734784
74,0.003230009078979493,0.003230018615722657,0.8684094506776883,3.0,0.0,0.01,0.8268828391734784
75,0.00020187568664550783,0.00020187664031982424,0.9466623074568766,2.0,0.0,0.001,0.8268828391734784
76,0.00020187568664550783,0.00020187664031982424,0.9768953846442656,3.0,0.0,0.001,0.8268828391734784
77,0.00010093784332275391,0.00010093879699707032,0.9367315635455038,4.0,0.0,0.001,0.8268828391734784
78,1.2617206573486332e-05,1.2617301940917972e-05,0.9880866132641194,3.0,0.0,0.0001,0.8268828391734784
79,5.046892166137697e-05,5.046901702880861e-05,0.9806489405096253,4.0,0.0,0.0001,0.8268828391734784
80,5.046892166137697e-05,5.046901702880861e-05,0.6436551686164663,5.0,0.0,0.0001,0.8268828391734784
81,6.3086128234863296e-06,6.308622360229493e-06,0.9471864920080094,4.0,0.0,1e-05,0.8268828391734784
82,3.1543064117431648e-06,3.1543159484863285e-06,0.9708471950916965,5.0,0.0,1e-05,0.8268828391734784
83,7.885646820068361e-07,7.885742187500002e-07,0.5922718303941328,6.0,0.0,1e-05,0.8268828391734784
84,2.272346019744873,2.272346615791321,0.9976885072264269,-2.0,0.0,5.0,2.2723465586272567
85,2.272346019744873,2.272346615791321,0.9999216956904327,-1.0,0.0,5.0,2.2723465586272567
86,2.272346019744873,2.272346615791321,0.9999567190740848,0.0,0.0,5.0,2.2723465586272567
87,0.5680866241455078,0.5680875778198242,0.956026807779838,-1.0,0.0,1.0,2.2723465586272567
88,0.14202117919921875,0.14202213287353516,0.8794047566399319,-0.0,0.0,1.0,2.2723465586272567
89,0.14202117919921875,0.14202213287353516,0.8462142674138824,1.0,0.0,1.0,2.2723465586272567
90,0.035505390167236334,0.03550548553466798,0.8234249233390799,0.0,0.0,0.1,2.2723465586272567
91,0.017752647399902347,0.01775274276733399,0.7578370986476081,1.0,0.0,0.1,2.2723465586272567
92,0.017752647399902347,0.01775274276733399,0.9515722365953819,2.0,0.0,0.1,2.2723465586272567
93,0.008876352310180665,0.008876361846923829,0.9279467014718771,1.0,0.0,0.01,2.2723465586272567
94,0.0011095428466796876,0.0011095523834228516,0.9114535216131073,2.0,0.0,0.01,2.2723465586272567
95,0.0011095428466796876,0.0011095523834228516,0.8870879491082554,3.0,0.0,0.01,2.2723465586272567
96,0.0002773857116699219,0.00027738666534423827,0.8976602378793325,2.0,0.0,0.001,2.2723465586272567
97,0.0005547714233398438,0.0005547723770141602,0.983634559839059,3.0,0.0,0.001,2.2723465586272567
98,0.0005547714233398438,0.0005547723770141602,0.7472338494849107,4.0,0.0,0.001,2.2723465586272567
99,6.934642791748047e-05,6.934652328491212e-05,0.9214492985124799,3.0,0.0,0.0001,2.2723465586272567
100,6.934642791748047e-05,6.934652328491212e-05,0.941359496043386,4.0,0.0,0.0001,2.2723465586272567
101,3.4673213958740236e-05,3.467330932617188e-05,0.9330641421649543,5.0,0.0,0.0001,2.2723465586272567
102,2.708816528320313e-07,2.708911895751954e-07,0.892155829553682,4.0,0.0,1e-05,2.2723465586272567
103,8.668308258056643e-06,8.668317794799806e-06,0.8589126001527887,5.0,0.0,1e-05,2.2723465586272567
104,2.1670722961425788e-06,2.167081832885743e-06,0.8928671659603387,6.0,0.0,1e-05,2.2723465586272567
105,3.886062502861023,3.8860630989074707,0.9247881228161997,-2.0,0.0,5.0,0.4857578247095068
106,0.48575758934020996,0.4857581853866577,0.9963452003955113,-1.0,0.0,5.0,0.4857578247095068
107,1.9430309534072876,1.9430315494537354,0.9863628873289697,0.0,0.0,5.0,0.4857578247095068
108,0.48575687408447266,0.48575782775878906,0.9894026353618394,-1.0,0.0,1.0,0.4857578247095068
109,0.9715147018432617,0.9715156555175781,0.9630686799295707,-0.0,0.0,1.0,0.4857578247095068
110,0.48575782775878906,0.48575878143310547,0.9932396150535059,1.0,0.0,1.0,0.4857578247095068
111,0.03035984039306641,0.03035993576049805,0.9691547493980162,0.0,0.0,0.1,0.4857578247095068
112,0.03035984039306641,0.03035993576049805,0.763737542136111,1.0,0.0,0.1,0.4857578247095068
113,0.03035984039306641,0.03035993576049805,0.766567410007191,2.0,0.0,0.1,0.4857578247095068
114,0.0018974876403808592,0.0018974971771240233,0.862780936504713,1.0,0.0,0.01,0.4857578247095068
115,0.0018974876403808592,0.0018974971771240233,0.8815144318237235,2.0,0.0,0.01,0.4857578247095068
116,0.0009487438201904296,0.0009487533569335937,0.9564544082781112,3.0,0.0,0.01,0.4857578247095068
117,0.00047437286376953125,0.0004743738174438477,0.885083055430927,2.0,0.0,0.001,0.4857578247095068
118,0.00023718643188476562,0.00023718738555908203,0.9042191902417627,3.0,0.0,0.001,0.4857578247095068
119,0.00011859321594238281,0.00011859416961669921,0.9756340531003121,4.0,0.0,0.001,0.4857578247095068
120,2.9648303985595703e-05,2.9648399353027343e-05,0.9330592876739361,3.0,0.0,0.0001,0.4857578247095068
121,5.9296607971191406e-05,5.929670333862304e-05,0.9498089803270862,4.0,0.0,0.0001,0.4857578247095068
122,7.412052154541016e-06,7.412147521972656e-06,0.9682479145784204,5.0,0.0,0.0001,0.4857578247095068
123,7.412071228027345e-06,7.4120807647705084e-06,0.9991759532519956,4.0,0.0,1e-05,0.4857578247095068
124,7.412071228027345e-06,7.4120807647705084e-06,0.9993165685960829,5.0,0.0,1e-05,0.4857578247095068
125,7.412071228027345e-06,7.4120807647705084e-06,0.9180324933540329,6.0,0.0,1e-05,0.4857578247095068
126,1.6654467582702637,1.6654473543167114,0.93278230668371,-2.0,0.0,5.0,0.4163616972404627
127,0.8327233791351318,0.8327239751815796,0.9309719420513141,-1.0,0.0,5.0,0.4163616972404627
128,0.8327233791351318,0.8327239751815796,0.9531337638169429,0.0,0.0,5.0,0.4163616972404627
129,0.8327226638793945,0.8327236175537109,0.9255863721978779,-1.0,0.0,1.0,0.4163616972404627
130,0.8327226638793945,0.8327236175537109,0.9544339557263666,-0.0,0.0,1.0,0.4163616972404627
131,0.41636085510253906,0.41636180877685547,0.9998527302391516,1.0,0.0,1.0,0.4163616972404627
132,0.026022529602050783,0.026022624969482426,0.9793724249607235,0.0,0.0,0.1,0.4163616972404627
133,0.0016263961791992188,0.0016264915466308594,0.7683636583749158,1.0,0.0,0.1,0.4163616972404627
134,0.026022529602050783,0.026022624969482426,0.7848896081527763,2.0,0.0,0.1,0.4163616972404627
135,0.0016264057159423829,0.001626415252685547,0.8476945331884042,1.0,0.0,0.01,0.4163616972404627
136,0.0065056514739990235,0.006505661010742188,0.9016046733864611,2.0,0.0,0.01,0.4163616972404627
137,0.0016264057159423829,0.001626415252685547,0.959675912470313,3.0,0.0,0.01,0.4163616972404627
138,0.00040660285949707035,0.00040660381317138674,0.8956756442660646,2.0,0.0,0.001,0.4163616972404627
139,0.0008132057189941407,0.0008132066726684571,0.9518204028248537,3.0,0.0,0.001,0.4163616972404627
140,0.00020330142974853518,0.00020330238342285156,0.8882977242680175,4.0,0.0,0.001,0.4163616972404627
141,5.082530975341797e-05,5.0825405120849616e-05,0.9275063553591043,3.0,0.0,0.0001,0.4163616972404627
142,5.082530975341797e-05,5.0825405120849616e-05,0.9394203637182427,4.0,0.0,0.0001,0.4163616972404627
143,2.5412654876708986e-05,2.5412750244140626e-05,0.7477702432212606,5.0,0.0,0.0001,0.4163616972404627
144,2.4814605712890633e-08,2.4824142456054695e-08,0.8422185642266758,4.0,0.0,1e-05,0.4163616972404627
145,1.5882873535156255e-06,1.5882968902587894e-06,0.9472119333422958,5.0,0.0,1e-05,0.4163616972404627
146,6.35316848754883e-06,6.353178024291994e-06,0.914820612381139,6.0,0.0,1e-05,0.4163616972404627
147,4.9773865938186646,4.977387189865112,0.9889243547712615,-2.0,0.0,5.0,0.31108669188945526
148,0.31108617782592773,0.3110867738723755,0.9938581212760562,-1.0,0.0,5.0,0.31108669188945526
149,4.9773865938186646,4.977387189865112,0.7535545841151247,0.0,0.0,5.0,0.31108669188945526
150,0.31108665466308594,0.31108760833740234,0.9983721531400189,-1.0,0.0,1.0,0.31108669188945526
151,0.6221733093261719,0.6221742630004883,0.9415470475500881,-0.0,0.0,1.0,0.31108669188945526
152,0.31108665466308594,0.31108760833740234,0.9954215597966763,1.0,0.0,1.0,0.31108669188945526
153,0.019442844390869143,0.019442939758300786,0.9526236064861403,0.0,0.0,0.1,0.31108669188945526
154,0.001215171813964844,0.0012152671813964845,0.7964294819579442,1.0,0.0,0.1,0.31108669188945526
155,0.001215171813964844,0.0012152671813964845,0.801871843377342,2.0,0.0,0.1,0.31108669188945526
156,0.001215181350708008,0.0012151908874511721,0.8750853820601976,1.0,0.0,0.01,0.31108669188945526
157,0.004860725402832032,0.004860734939575196,0.8891915533440039,2.0,0.0,0.01,0.31108669188945526
158,0.001215181350708008,0.0012151908874511721,0.9890076296262087,3.0,0.0,0.01,0.31108669188945526
159,0.0006075906753540039,0.0006075916290283203,0.8710771381113093,2.0,0.0,0.001,0.31108669188945526
160,0.00030379486083984377,0.00030379581451416015,0.9584691685962105,3.0,0.0,0.001,0.31108669188945526
161,0.00015189743041992188,0.0001518983840942383,0.9218251934040252,4.0,0.0,0.001,0.31108669188945526
162,7.594881057739259e-05,7.594890594482423e-05,0.9847258356046467,3.0,0.0,0.0001,0.31108669188945526
163,7.594881057739259e-05,7.594890594482423e-05,0.9901533115589349,4.0,0.0,0.0001,0.31108669188945526
164,7.594881057739259e-05,7.594890594482423e-05,0.7495224547540342,5.0,0.0,0.0001,0.31108669188945526
165,4.746799468994142e-06,4.746809005737306e-06,0.9979586913708999,4.0,0.0,1e-05,0.31108669188945526
166,1.1866950988769533e-06,1.1867046356201175e-06,0.9713903197524995,5.0,0.0,1e-05,0.31108669188945526
167,4.746799468994142e-06,4.746809005737306e-06,0.9397359632472515,6.0,0.0,1e-05,0.31108669188945526
168,4.443373084068298,4.443373680114746,0.9385499212968321,-2.0,0.0,5.0,0.5554216585080382
169,2.2216862440109253,2.221686840057373,0.9623292626672849,-1.0,0.0,5.0,0.5554216585080382
170,2.2216862440109253,2.221686840057373,0.8420683251415929,0.0,0.0,5.0,0.5554216585080382
171,0.01735687255859375,0.017357826232910156,0.8009949867233709,-1.0,0.0,1.0,0.5554216585080382
172,0.5554208755493164,0.5554218292236328,0.9978070507114503,-0.0,0.0,1.0,0.5554216585080382
173,0.5554208755493164,0.5554218292236328,0.999837743114919,1.0,0.0,1.0,0.5554216585080382
174,0.06942768096923828,0.06942777633666991,0.94153982232593,0.0,0.0,0.1,0.5554216585080382
175,0.03471384048461914,0.03471393585205078,0.7195785425921379,1.0,0.0,0.1,0.5554216585080382
176,0.008678436279296875,0.008678531646728516,0.7978107896594357,2.0,0.0,0.1,0.5554216585080382
177,0.0021696090698242188,0.002169618606567383,0.8382543461021663,1.0,0.0,0.01,0.5554216585080382
178,0.008678455352783204,0.008678464889526368,0.904377294450975,2.0,0.0,0.01,0.5554216585080382
179,0.0010848045349121094,0.0010848140716552734,0.921578388765532,3.0,0.0,0.01,0.5554216585080382
180,0.00013560009002685548,0.0001356010437011719,0.9130502068180183,2.0,0.0,0.001,0.5554216585080382
181,0.0005424032211303711,0.0005424041748046876,0.9661857332755772,3.0,0.0,0.001,0.5554216585080382
182,0.0005424032211303711,0.0005424041748046876,0.6476265968614363,4.0,0.0,0.001,0.5554216585080382
183,3.390016555786132e-05,3.390026092529296e-05,0.9302827685961224,3.0,0.0,0.0001,0.5554216585080382
184,3.390016555786132e-05,3.390026092529296e-05,0.9660402480846255,4.0,0.0,0.0001,0.5554216585080382
185,3.390016555786132e-05,3.390026092529296e-05,0.6528379213406705,5.0,0.0,0.0001,0.5554216585080382
186,8.475055694580081e-06,8.475065231323245e-06,0.9950868007312135,4.0,0.0,1e-05,0.5554216585080382
187,8.475055694580081e-06,8.475065231323245e-06,0.9977274897945007,5.0,0.0,1e-05,0.5554216585080382
188,8.475055694580081e-06,8.475065231323245e-06,0.936953451088751,6.0,0.0,1e-05,0.5554216585080382
189,0.745890736579895,0.7458913326263428,0.9084603754591811,-2.0,0.0,5.0,0.09323635394921037
190,1.49178147315979,1.4917820692062378,0.9889041358824173,-1.0,0.0,5.0,0.09323635394921037
191,0.37294507026672363,0.3729456663131714,0.976176000188662,0.0,0.0,5.0,0.09323635394921037
192,0.37294483184814453,0.37294578552246094,0.9366537493164399,-1.0,0.0,1.0,0.09323635394921037
193,0.7458906173706055,0.7458915710449219,0.9571185142877902,-0.0,0.0,1.0,0.09323635394921037
194,0.18647193908691406,0.18647289276123047,0.9637044042532024,1.0,0.0,1.0,0.09323635394921037
195,0.09323635101318359,0.09323644638061523,0.9999205353801738,0.0,0.0,0.1,0.09323635394921037
196,0.011654472351074217,0.011654567718505858,0.9511276826515676,1.0,0.0,0.1,0.09323635394921037
197,0.09323635101318359,0.09323644638061523,0.9973616850225642,2.0,0.0,0.1,0.09323635394921037
198,0.0003641986846923828,0.00036420822143554685,0.9290648679619937,1.0,0.0,0.01,0.09323635394921037
199,0.0014568138122558593,0.0014568233489990234,0.7441303138476172,2.0,0.0,0.01,0.09323635394921037
200,0.0014568138122558593,0.0014568233489990234,0.8979624425493448,3.0,0.0,0.01,0.09323635394921037
201,0.00036420440673828126,0.0003642053604125977,0.8672531198416747,2.0,0.0,0.001,0.09323635394921037
202,0.00018210220336914063,0.00018210315704345704,0.8727558795517691,3.0,0.0,0.001,0.09323635394921037
203,0.00036420440673828126,0.0003642053604125977,0.8659204469290824,4.0,0.0,0.001,0.09323635394921037
204,9.105110168457032e-05,9.105119705200195e-05,0.9532553942717664,3.0,0.0,0.0001,0.09323635394921037
205,9.105110168457032e-05,9.105119705200195e-05,0.9253042902362852,4.0,0.0,0.0001,0.09323635394921037
206,2.276277542114258e-05,2.276287078857422e-05,0.872920691713829,5.0,0.0,0.0001,0.09323635394921037
207,1.4226722717285161e-06,1.42268180847168e-06,0.9837712892162855,4.0,0.0,1e-05,0.09323635394921037
208,5.690689086914065e-06,5.690698623657229e-06,0.9708862425066599,5.0,0.0,1e-05,0.09323635394921037
209,1.4226722717285161e-06,1.42268180847168e-06,0.9978998628481498,6.0,0.0,1e-05,0.09323635394921037
210,2.8830617666244507,2.8830623626708984,0.9820871041306181,-2.0,0.0,5.0,0.180191389215702
211,2.8830617666244507,2.8830623626708984,0.9822350529008832,-1.0,0.0,5.0,0.180191389215702
212,0.011261701583862305,0.011262297630310059,0.9272548199666902,0.0,0.0,5.0,0.180191389215702
213,0.1801910400390625,0.1801919937133789,0.9998565067098648,-1.0,0.0,1.0,0.180191389215702
214,0.7207651138305664,0.7207660675048828,0.9761785825593794,-0.0,0.0,1.0,0.180191389215702
215,0.7207651138305664,0.7207660675048828,0.6260925936481432,1.0,0.0,1.0,0.180191389215702
216,0.04504776000976564,0.04504785537719728,0.9550727352045247,0.0,0.0,0.1,0.180191389215702
217,0.04504776000976564,0.04504785537719728,0.9795369134724825,1.0,0.0,0.1,0.180191389215702
218,0.01126194000244141,0.011262035369873049,0.8467521753724988,2.0,0.0,0.1,0.180191389215702
219,0.005630979537963867,0.005630989074707031,0.9353461329934865,1.0,0.0,0.01,0.180191389215702
220,0.0007038688659667968,0.0007038784027099609,0.8848507608761218,2.0,0.0,0.01,0.180191389215702
221,0.0014077377319335936,0.0014077472686767577,0.9299551211739929,3.0,0.0,0.01,0.180191389215702
222,0.000703871726989746,0.0007038726806640625,0.9022622251738914,2.0,0.0,0.001,0.180191389215702
223,0.0003519353866577148,0.00035193634033203123,0.9160119755080481,3.0,0.0,0.001,0.180191389215702
224,0.000703871726989746,0.0007038726806640625,0.8471916880262398,4.0,0.0,0.001,0.180191389215702
225,4.399194717407228e-05,4.399204254150392e-05,0.9762103725822882,3.0,0.0,0.0001,0.180191389215702
226,4.399194717407228e-05,4.399204254150392e-05,0.9769761351485667,4.0,0.0,0.0001,0.180191389215702
227,4.399194717407228e-05,4.399204254150392e-05,0.7572886571552807,5.0,0.0,0.0001,0.180191389215702
228,2.7495002746582035e-06,2.7495098114013676e-06,0.9801812078916908,4.0,0.0,1e-05,0.180191389215702
229,5.499000549316407e-06,5.499010086059571e-06,0.935304726508625,5.0,0.0,1e-05,0.180191389215702
230,2.7495002746582035e-06,2.7495098114013676e-06,0.9359033194648683,6.0,0.0,1e-05,0.180191389215702
231,0.1911008358001709,0.19110143184661865,0.9548974528299978,-2.0,0.0,5.0,0.38220206544357266
232,1.5288078784942627,1.5288084745407104,0.9577060584097014,-1.0,0.0,5.0,0.38220206544357266
233,0.7644039392471313,0.7644045352935791,0.9527638762886275,0.0,0.0,5.0,0.38220206544357266
234,0.3822021484375,0.3822031021118164,0.8145676636168936,-1.0,0.0,1.0,0.38220206544357266
235,0.0955495834350586,0.095550537109375,0.9575141160953844,-0.0,0.0,1.0,0.38220206544357266
236,0.3822011947631836,0.3822021484375,0.9992889857068706,1.0,0.0,1.0,0.38220206544357266
237,0.04777517318725586,0.0477752685546875,0.9321438225838643,0.0,0.0,0.1,0.38220206544357266
238,0.0014928817749023436,0.0014929771423339844,0.7780188613377061,1.0,0.0,0.1,0.38220206544357266
239,0.09555044174194335,0.095550537109375,0.7778505763765373,2.0,0.0,0.1,0.38220206544357266
240,0.0014929676055908203,0.0014929771423339844,0.8602826708289746,1.0,0.0,0.01,0.38220206544357266
241,0.0014929676055908203,0.0014929771423339844,0.924072417823779,2.0,0.0,0.01,0.38220206544357266
242,0.0014929676055908203,0.0014929771423339844,0.9858561157998609,3.0,0.0,0.01,0.38220206544357266
243,9.331035614013671e-05,9.331130981445312e-05,0.8799389657026274,2.0,0.0,0.001,0.38220206544357266
244,0.0007464876174926758,0.0007464885711669922,0.9562967665620548,3.0,0.0,0.001,0.38220206544357266
245,0.00018662166595458983,0.00018662261962890624,0.9026153197466449,4.0,0.0,0.001,0.38220206544357266
246,2.332773208618164e-05,2.332782745361328e-05,0.9359900467621366,3.0,0.0,0.0001,0.38220206544357266
247,1.1663818359375e-05,1.166391372680664e-05,0.9200493850085469,4.0,0.0,0.0001,0.38220206544357266
248,9.331102371215819e-05,9.331111907958983e-05,0.7921922806520045,5.0,0.0,0.0001,0.38220206544357266
249,5.831937789916994e-06,5.831947326660158e-06,0.9987372619466698,4.0,0.0,1e-05,0.38220206544357266
250,5.831937789916994e-06,5.831947326660158e-06,0.9966374269853423,5.0,0.0,1e-05,0.38220206544357266
251,5.831937789916994e-06,5.831947326660158e-06,0.9247134424343509,6.0,0.0,1e-05,0.38220206544357266
252,1.4934784173965454,1.4934790134429932,0.9982949743900567,-2.0,0.0,5.0,1.49347899514071
253,2.9869574308395386,2.9869580268859863,0.9244869116762178,-1.0,0.0,5.0,1.49347899514071
254,1.4934784173965454,1.4934790134429932,0.9979009263649384,0.0,0.0,5.0,1.49347899514071
255,0.3733692169189453,0.3733701705932617,0.9582953437760395,-1.0,0.0,1.0,1.49347899514071
256,0.3733692169189453,0.3733701705932617,0.9788027354188734,-0.0,0.0,1.0,1.49347899514071
257,0.9956521987915039,0.9956531524658203,0.42105926875766153,1.0,0.0,1.0,1.49347899514071
258,0.09334239959716796,0.09334249496459959,0.9916113417240484,0.0,0.0,0.1,1.49347899514071
259,0.09334239959716796,0.09334249496459959,0.8232441499112179,1.0,0.0,0.1,1.49347899514071
260,0.09334239959716796,0.09334249496459959,0.802583126889256,2.0,0.0,0.1,1.49347899514071
261,0.002916946411132813,0.002916955947875977,0.7845236135552497,1.0,0.0,0.01,1.49347899514071
262,0.005833892822265626,0.00583390235900879,0.966028392023068,2.0,0.0,0.01,1.49347899514071
263,0.005833892822265626,0.00583390235900879,0.8333435237523142,3.0,0.0,0.01,1.49347899514071
264,0.00018230915069580077,0.00018231010437011718,0.8662518464037193,2.0,0.0,0.001,1.49347899514071
265,0.00036461830139160155,0.000364619255065918,0.9816789857057517,3.0,0.0,0.001,1.49347899514071
266,0.00036461830139160155,0.000364619255065918,0.7606076825220819,4.0,0.0,0.001,1.49347899514071
267,9.115467071533204e-05,9.115476608276369e-05,0.9354963391257737,3.0,0.0,0.0001,1.49347899514071
268,2.278861999511719e-05,2.278871536254883e-05,0.9804157007681672,4.0,0.0,0.0001,1.49347899514071
